"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP1wt_rep1"	"IGF2BP1wt_rep2"	"IGF2BP1R167C_rep1"	"IGF2BP1R167C_rep2"	"IGF2BP1R167H_rep1"	"IGF2BP1R167H_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr11"	6609090	6609100	"IGF2BP1R168C,IGF2BP1wt"	"+"	11.72	12	8.385	17.56142857	2.693333333	10.86857143	"ENSG00000166333.14"	"ILK"	"protein_coding"	"CDS"
"chr11"	6610535	6610543	"IGF2BP1R168C"	"+"	0	2.225714286	6.32	4.698333333	3.488	0	"ENSG00000166333.14"	"ILK"	"protein_coding"	"CDS"
"chr11"	6682056	6682064	"IGF2BP1R168C,IGF2BP1wt"	"-"	9.745714286	17.228	13.77666667	14.105	2.96	2.8025	"ENSG00000158042.9"	"MRPL17"	"protein_coding"	"3UTR"
"chr11"	6682325	6682333	"IGF2BP1wt"	"-"	8.803333333	6.75	0	4.364	0.52	1.2675	"ENSG00000158042.9"	"MRPL17"	"protein_coding"	"CDS"
"chr11"	7995986	7995994	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	32.65666667	14.1825	17.9	36.47833333	5.695	2.451666667	"ENSG00000175390.15"	"EIF3F"	"protein_coding"	"CDS"
"chr11"	9178990	9178998	"IGF2BP1R168C"	"-"	0	3.252	11.82	8.018	0.996	0	"ENSG00000184014.9"	"DENND5A"	"protein_coding"	"CDS"
"chr11"	9206696	9206704	"IGF2BP1R168C"	"-"	3.18	8.39	9.95	24.29333333	14.28666667	3.4025	"ENSG00000184014.9"	"DENND5A"	"protein_coding"	"CDS"
"chr11"	9206707	9206715	"IGF2BP1R168H"	"-"	4.16	7.59	9.252	17.795	16.36	3.99	"ENSG00000184014.9"	"DENND5A"	"protein_coding"	"CDS"
"chr11"	9280748	9280756	"IGF2BP1R168H"	"-"	4.46	0.12	2.79	0	4.18	7.166666667	"ENSG00000166471.11"	"TMEM41B"	"protein_coding"	"3UTR"
"chr11"	9283494	9283508	"IGF2BP1R168C,IGF2BP1wt"	"-"	8.3425	16.1	11.86857143	13.10909091	3.344	5.092857143	"ENSG00000166471.11"	"TMEM41B"	"protein_coding"	"CDS"
"chr11"	9408587	9408597	"IGF2BP1R168H,IGF2BP1wt"	"+"	15.5775	32.15555556	0.282	8.217142857	6.905	8.092222222	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9409966	9409974	"IGF2BP1R168C"	"+"	7.8	8.885714286	5.37	21.17	1.708	6.835	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9409990	9409998	"IGF2BP1wt"	"+"	10.715	10.772	0	16.264	0	0	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9414393	9414401	"IGF2BP1R168C"	"+"	3.14	12.736	10.02	10.74166667	2.573333333	1.445714286	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9423096	9423104	"IGF2BP1R168C"	"+"	6.346666667	10.29	11.22	9.81	3	2.675	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9423812	9423820	"IGF2BP1R168C"	"+"	10.06	5.51	10.236	6.445	4.18	8.95	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9425200	9425208	"IGF2BP1wt"	"+"	2.986666667	4.896	3.36	5.9	3.226666667	0.535	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9428792	9428800	"IGF2BP1R168H"	"+"	51.1825025	34.5049975	23.175005	54.43625125	16.0875	22.3875025	"ENSG00000201998.1"	"SNORA23"	"snoRNA"	"exon"
"chr11"	9428850	9428859	"IGF2BP1R168C,IGF2BP1wt"	"+"	84.40666444	95.20222333	62.49333444	122.5166656	23.5	55.46889	"ENSG00000201998.1"	"SNORA23"	"snoRNA"	"exon"
"chr11"	9428924	9428932	"IGF2BP1wt"	"+"	30.935	28.89142857	2.145	17.87375	0	0	"ENSG00000201998.1"	"SNORA23"	"snoRNA"	"exon"
"chr11"	9429080	9429088	"IGF2BP1R168C"	"+"	5.325714286	2.156666667	6.745	7.5	6.725	0	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9437912	9437920	"IGF2BP1wt"	"+"	11.22	7.465	0.795	20.19142857	4.79	1.17	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9438152	9438160	"IGF2BP1wt"	"+"	20.12	16.508	5.58	5.26	7.86	3.455	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9438171	9438179	"IGF2BP1R168C"	"+"	16.396	2.35	6.705	12.212	0	1.136666667	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9442150	9442158	"IGF2BP1R168C"	"+"	47.216	71.42666667	58.28857143	82.82166667	48.6	42.86875	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"CDS"
"chr11"	9446700	9446708	"IGF2BP1wt"	"+"	15.43333333	18.49	10.41	14.79333333	7.04	0.03333333333	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"3UTR"
"chr11"	9446712	9446720	"IGF2BP1R168C"	"+"	11.52	14.725	9.756	15.94666667	5.432	1.2175	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"3UTR"
"chr11"	9446802	9446810	"IGF2BP1wt"	"+"	12.44	25.56	17.56	11.3925	5.34	1.113333333	"ENSG00000205339.10"	"IPO7"	"protein_coding"	"3UTR"
"chr11"	9588449	9588458	"IGF2BP1R168C,IGF2BP1wt"	"+"	13.4	13.47	9.66	5.26	4.86	1.85	"ENSG00000166483.12"	"WEE1"	"protein_coding"	"CDS"
"chr11"	9963832	9963840	"IGF2BP1R168C"	"-"	3.215	9.585	5.86	7.284	1	0	"ENSG00000133812.17"	"SBF2"	"protein_coding"	"CDS"
"chr11"	10797088	10797096	"IGF2BP1wt"	"-"	7.22	18.735	0.36	4.62	0	0	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"3UTR"
"chr11"	10797396	10797404	"IGF2BP1R168C"	"-"	17.46285714	13.5	17.72857143	25.34833333	18.77	7.346	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"3UTR"
"chr11"	10797472	10797480	"IGF2BP1R168C,IGF2BP1wt"	"-"	35.6375	14.12285714	21.39428571	27.085	12.05	0.3628571429	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"3UTR"
"chr11"	10797637	10797646	"IGF2BP1R168H,IGF2BP1wt"	"-"	11.72666667	19.66571429	8.892	11.98285714	9.477142857	5.702	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"3UTR"
"chr11"	10797704	10797712	"IGF2BP1wt"	"-"	7.483333333	13.0675	7.157142857	21.98875	10.925	0	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"3UTR"
"chr11"	10799324	10799337	"IGF2BP1R168C,IGF2BP1R168H"	"-"	12.98666667	13.22	17.51454545	9.645454545	4.0725	2.4225	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10799414	10799422	"IGF2BP1R168C,IGF2BP1wt"	"-"	33.75428571	16.165	16.6125	49.57250125	13.06285714	4.912857143	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10799650	10799658	"IGF2BP1R168C"	"-"	3.35	39.7325025	57.7675	65.16624875	44	7.758	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10800124	10800132	"IGF2BP1R168H"	"-"	98.7524975	83.9825	60.02571286	82.31249875	22.44	45.09999833	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10800463	10800473	"IGF2BP1R168C,IGF2BP1R168H"	"-"	30.45111111	26.04	37.674	19.505	11.9	20.57125	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10800806	10800814	"IGF2BP1wt"	"-"	14.08	15.8	8.59	19.574	0	1.92	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10800960	10800968	"IGF2BP1R168H"	"-"	8.33	12.89333333	0.66	28.49142857	7.14	8.32	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"intron"
"chr11"	10801538	10801546	"IGF2BP1wt"	"-"	114.2225	134.3650037	82.165	201.0275013	46.76749875	38.67875125	"ENSG00000238622.1"	"SNORD97"	"snoRNA"	"exon"
"chr11"	10801573	10801581	"IGF2BP1R168C"	"-"	117.03999	93.10667	96.769995	118.48375	135.5714286	122.9842829	"ENSG00000238622.1"	"SNORD97"	"snoRNA"	"exon"
"chr11"	10801683	10801691	"IGF2BP1R168C"	"-"	13.51714286	12.73714286	12.24	7.6525	4.89	3.901428571	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10802118	10802126	"IGF2BP1R168C"	"-"	18.69	10.08	8.31	13.16571429	0	0	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10803044	10803052	"IGF2BP1R168C"	"-"	15.66	23.92	31.8175	24.72142857	7.333333333	1.196	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10803058	10803066	"IGF2BP1wt"	"-"	25.952	29.08857143	23.53	20.6125	14.72	0	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10803956	10803964	"IGF2BP1wt"	"-"	16.772	17.99	11.37	1.03	10.06	6.368	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10804313	10804324	"IGF2BP1R168C,IGF2BP1R168H"	"-"	11.16	13.99	6.7075	17.81545455	5	10.82111111	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	10805936	10805948	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	90.316001	91.20000273	108.3166692	106.6158317	39.66666667	13.385	"ENSG00000110321.19"	"EIF4G2"	"protein_coding"	"CDS"
"chr11"	11352298	11352308	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	23.02285714	17.86857143	10.41142857	11.27142857	8.923333333	5.527142857	"ENSG00000254598.3"	"CSNK2A3"	"protein_coding"	"CDS"
"chr11"	11352698	11352706	"IGF2BP1wt"	"-"	26.55	44.70666667	36.57428571	27.755	17.03428571	40.565	"ENSG00000254598.3"	"CSNK2A3"	"protein_coding"	"CDS"
"chr11"	11942728	11942736	"IGF2BP1wt"	"+"	6.7	9.92	0.435	2.993333333	0.072	1.46	"ENSG00000170242.19"	"USP47"	"protein_coding"	"CDS"
"chr11"	12937302	12937310	"IGF2BP1R168C"	"+"	3.34	8.613333333	7.38	3.9925	4.68	1.995	"ENSG00000187079.20"	"TEAD1"	"protein_coding"	"3UTR"
"chr11"	12943048	12943059	"IGF2BP1R168C,IGF2BP1wt"	"+"	8.96	6.615	8.67	13.08	6	2.14	"ENSG00000187079.20"	"TEAD1"	"protein_coding"	"3UTR"
"chr11"	14294814	14294822	"IGF2BP1R168C"	"-"	3.4	2.526666667	8.06	13.16666667	9	0.09333333333	"ENSG00000133818.14"	"RRAS2"	"protein_coding"	"CDS"
"chr11"	14457633	14457641	"IGF2BP1R168C,IGF2BP1R168H"	"-"	14.07333333	23.08	19.084	22.615	13.59	8.13	"ENSG00000129083.13"	"COPB1"	"protein_coding"	"3UTR"
"chr11"	14457763	14457771	"IGF2BP1wt"	"-"	5.23	18.18	19.27	19.43285714	5.81	3.038	"ENSG00000129083.13"	"COPB1"	"protein_coding"	"3UTR"
"chr11"	14469422	14469430	"IGF2BP1R168C"	"-"	0.6657142857	1.322857143	11.204	8.544285714	3.452	0.3375	"ENSG00000129083.13"	"COPB1"	"protein_coding"	"CDS"
"chr11"	14480820	14480828	"IGF2BP1wt"	"-"	12.735	12.96	5.73	18.928	3.545	5.856	"ENSG00000129083.13"	"COPB1"	"protein_coding"	"CDS"
"chr11"	14481044	14481052	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	13.78	18.49	19.74	27.50833333	4.1	19.96375	"ENSG00000129083.13"	"COPB1"	"protein_coding"	"CDS"
"chr11"	14488506	14488516	"IGF2BP1R168H,IGF2BP1wt"	"-"	27.16888889	15.21142857	12.72285714	18.57285714	16.4075	13.82222222	"ENSG00000129083.13"	"COPB1"	"protein_coding"	"CDS"
"chr11"	14494354	14494367	"IGF2BP1R168C,IGF2BP1wt"	"-"	26.7225	25.4075	35.37818182	51.31	24.16545455	20.87444444	"ENSG00000129083.13"	"COPB1"	"protein_coding"	"CDS"
"chr11"	14505115	14505123	"IGF2BP1wt"	"-"	25.69142857	19.8975	16.65	18.534	8.13	4.64	"ENSG00000129084.18"	"PSMA1"	"protein_coding"	"3UTR"
"chr11"	14507753	14507761	"IGF2BP1R168C"	"-"	1.805	3.0575	8.21	4.91	0	4.558333333	"ENSG00000129084.18"	"PSMA1"	"protein_coding"	"CDS"
"chr11"	14514436	14514444	"IGF2BP1wt"	"-"	10.09	6.212	7.6	7.402	0.6	8.146666667	"ENSG00000129084.18"	"PSMA1"	"protein_coding"	"CDS"
"chr11"	14517896	14517904	"IGF2BP1wt"	"-"	15.20571429	10.592	3.863333333	11.97	1.2	2.865	"ENSG00000129084.18"	"PSMA1"	"protein_coding"	"CDS"
"chr11"	14803998	14804006	"IGF2BP1R168C"	"+"	2.51	4.653333333	14.676	8.9	3.545	2.983333333	"ENSG00000152270.9"	"PDE3B"	"protein_coding"	"CDS"
"chr11"	14818252	14818260	"IGF2BP1wt"	"+"	11.74	6.49	1.26	15.165	3.93	0.6166666667	"ENSG00000152270.9"	"PDE3B"	"protein_coding"	"CDS"
"chr11"	14819189	14819197	"IGF2BP1R168H"	"+"	9.52	4.9	7.82	8.72	12.5	12.84	"ENSG00000152270.9"	"PDE3B"	"protein_coding"	"CDS"
"chr11"	16748146	16748156	"IGF2BP1R168C,IGF2BP1wt"	"+"	13.81555556	16.67111111	13.4675	12.11222222	5.842857143	2.42375	"ENSG00000110696.10"	"C11orf58"	"protein_coding"	"CDS"
"chr11"	16752804	16752812	"IGF2BP1wt"	"+"	14.55	26.68571429	34.41428571	34.38142857	11.42857143	12.84833333	"ENSG00000110696.10"	"C11orf58"	"protein_coding"	"CDS"
"chr11"	16755332	16755340	"IGF2BP1wt"	"+"	10.08	7.84	8.67	10.355	1	7.846666667	"ENSG00000110696.10"	"C11orf58"	"protein_coding"	"3UTR"
"chr11"	16755344	16755352	"IGF2BP1R168C"	"+"	8.4	6.86	10.2	11.99	2	5.35	"ENSG00000110696.10"	"C11orf58"	"protein_coding"	"3UTR"
"chr11"	17074709	17074718	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	47.7825	59.67	36.75777778	56.58875	49.51428571	45.41571429	"ENSG00000272034.1"	"SNORD14A"	"snoRNA"	"exon"
"chr11"	17075469	17075478	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	37.3899975	58.21428429	67.91777778	80.37874875	64.75	43.78666778	"ENSG00000110700.7"	"RPS13"	"protein_coding"	"CDS"
"chr11"	17075802	17075810	"IGF2BP1R168H"	"-"	0.512	0.3433333333	23.8425	0	32.26	32.55666667	"ENSG00000201403.1"	"SNORD14B"	"snoRNA"	"exon"
"chr11"	17088572	17088582	"IGF2BP1R168C,IGF2BP1wt"	"-"	13.664	13.916	8.16	19.62	9.25	7.49	"ENSG00000011405.13"	"PIK3C2A"	"protein_coding"	"3UTR"
"chr11"	17089084	17089092	"IGF2BP1R168C"	"-"	0	0.4066666667	12.72	12.89	1.86	0	"ENSG00000011405.13"	"PIK3C2A"	"protein_coding"	"3UTR"
"chr11"	17097088	17097100	"IGF2BP1R168C,IGF2BP1wt"	"-"	7.633333333	9.92	7.89	8.08	22.68	8.95	"ENSG00000011405.13"	"PIK3C2A"	"protein_coding"	"CDS"
"chr11"	17131948	17131956	"IGF2BP1wt"	"-"	11.46	14.82	10.848	5.9	1.846666667	0.39	"ENSG00000011405.13"	"PIK3C2A"	"protein_coding"	"CDS"
"chr11"	17147578	17147586	"IGF2BP1wt"	"-"	9.584	20.5	10.668	14.825	0.12	6.86	"ENSG00000011405.13"	"PIK3C2A"	"protein_coding"	"CDS"
"chr11"	17309638	17309646	"IGF2BP1wt"	"+"	6.68	7.56	0.375	3.5125	3.542857143	0.4625	"ENSG00000070081.17"	"NUCB2"	"protein_coding"	"CDS"
"chr11"	17310830	17310842	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	10.37	6.9675	5.628	11.33875	7.648571429	8.37	"ENSG00000070081.17"	"NUCB2"	"protein_coding"	"CDS"
"chr11"	17356792	17356800	"IGF2BP1R168H"	"+"	3.706666667	14.57428571	2.22	1.39	8.725	5.935	"ENSG00000188211.9"	"NCR3LG1"	"protein_coding"	"CDS"
"chr11"	17372078	17372086	"IGF2BP1R168C"	"+"	4.646666667	12.37	15.132	13.53	2.18	2.53	"ENSG00000188211.9"	"NCR3LG1"	"protein_coding"	"CDS"
"chr11"	17375410	17375418	"IGF2BP1R168H"	"+"	8.22	0.3	0	0	7	6.816666667	"ENSG00000188211.9"	"NCR3LG1"	"protein_coding"	"3UTR"
"chr11"	17381503	17381511	"IGF2BP1wt"	"+"	16.22	17.27	12.48	7.535	8.513333333	3.065	"ENSG00000260196.1"	"AC124798.1"	"lncRNA"	"exon"
"chr11"	18480337	18480346	"IGF2BP1R168H,IGF2BP1wt"	"-"	4.76	10.15	11.915	8.51	10.95714286	14.53428571	"ENSG00000074319.13"	"TSG101"	"protein_coding"	"3UTR"
"chr11"	22811942	22811950	"IGF2BP1wt"	"+"	6.5	6.08	1.065	10.45333333	0.045	0.0975	"ENSG00000148935.11"	"GAS2"	"protein_coding"	"CDS"
"chr11"	27367788	27367796	"IGF2BP1wt"	"-"	12.876	6.9	3.12	5.675	4.12	1.07	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"3UTR"
"chr11"	27368266	27368274	"IGF2BP1R168C"	"-"	0	5.593333333	7.54	7.646666667	6.966666667	6.56	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27368362	27368370	"IGF2BP1wt"	"-"	24.688	12.76	10.49	27.245	0	5.77	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27369090	27369098	"IGF2BP1R168H"	"-"	7.16	0.36	4.85	0	13.25	7.33	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27371651	27371659	"IGF2BP1R168C"	"-"	5.66	6.584	6.42	21.88	4.45	0.4625	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27371672	27371680	"IGF2BP1wt"	"-"	12.19333333	13.572	6.32	16.27	8.308	0.6675	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27374001	27374009	"IGF2BP1wt"	"-"	11.068	13.9625	18.804	21.34166667	11.98	5.098	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27374014	27374022	"IGF2BP1R168C"	"-"	8.205	11.59	22.452	27.38142857	8.068	4.72	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27384343	27384356	"IGF2BP1R168C,IGF2BP1R168H"	"-"	3.57	11.0925	7.0875	10.68	9.76	14.49666667	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27385258	27385266	"IGF2BP1wt"	"-"	6.7	10.9	1.26	4.81	5.346666667	4.135	"ENSG00000205213.14"	"LGR4"	"protein_coding"	"CDS"
"chr11"	27496086	27496096	"IGF2BP1R168C,IGF2BP1wt"	"-"	17.88666667	8.51	13.305	15.326	10.065	4.826	"ENSG00000148943.12"	"LIN7C"	"protein_coding"	"3UTR"
"chr11"	27499482	27499496	"IGF2BP1R168C,IGF2BP1R168H"	"-"	14.41	5.432	8.424	10.465	10.96181818	7.9425	"ENSG00000148943.12"	"LIN7C"	"protein_coding"	"CDS"
"chr11"	32589584	32589592	"IGF2BP1wt"	"+"	17.46	8.835	9.24	23.92333333	1.053333333	2.3	"ENSG00000149100.13"	"EIF3M"	"protein_coding"	"CDS"
"chr11"	32596037	32596045	"IGF2BP1R168C"	"+"	14.488	0.09	9.342857143	6.2075	0.385	1.968	"ENSG00000149100.13"	"EIF3M"	"protein_coding"	"CDS"
"chr11"	32601786	32601794	"IGF2BP1R168C"	"+"	15.93	18.84333333	28.86	38.906	19.344	10.25571429	"ENSG00000149100.13"	"EIF3M"	"protein_coding"	"CDS"
"chr11"	32602348	32602356	"IGF2BP1wt"	"+"	44.5025	66.78000125	73.87499625	69.29249625	32.05714286	11.28	"ENSG00000149100.13"	"EIF3M"	"protein_coding"	"CDS"
"chr11"	32931886	32931894	"IGF2BP1wt"	"+"	19.04	15.19	2.04	6.54	5	8.916666667	"ENSG00000060749.16"	"QSER1"	"protein_coding"	"CDS"
"chr11"	32933616	32933624	"IGF2BP1wt"	"+"	20.46333333	11.81333333	0.4466666667	9.92	4.045	0.87	"ENSG00000060749.16"	"QSER1"	"protein_coding"	"CDS"
"chr11"	32958025	32958033	"IGF2BP1R168C"	"+"	5.6	2.352	11.424	10.028	2.666666667	4.815	"ENSG00000060749.16"	"QSER1"	"protein_coding"	"CDS"
"chr11"	33084689	33084697	"IGF2BP1R168C"	"-"	6.7	8.123333333	10.1	8.806666667	8.68	4.135	"ENSG00000176102.13"	"CSTF3"	"protein_coding"	"3UTR"
"chr11"	33286496	33286504	"IGF2BP1wt"	"+"	6.108	4.71	1.656	0.3	5.783333333	0.8766666667	"ENSG00000110422.12"	"HIPK3"	"protein_coding"	"CDS"
"chr11"	33286618	33286628	"IGF2BP1R168C,IGF2BP1wt"	"+"	16.32	12.932	13.692	18.77	12.088	4.33	"ENSG00000110422.12"	"HIPK3"	"protein_coding"	"CDS"
"chr11"	33287260	33287268	"IGF2BP1R168C"	"+"	15.06	12.708	7.656	15.67571429	7.665	6.52	"ENSG00000110422.12"	"HIPK3"	"protein_coding"	"CDS"
"chr11"	33349174	33349182	"IGF2BP1wt"	"+"	6.788	8.873333333	6.593333333	4.765	0.59	1.405	"ENSG00000110422.12"	"HIPK3"	"protein_coding"	"CDS"
"chr11"	33710230	33710238	"IGF2BP1R168C"	"-"	8.6025	20.19428571	5.84	28.50428571	0.052	16.25125	"ENSG00000085063.17"	"CD59"	"protein_coding"	"CDS"
"chr11"	33717389	33717403	"IGF2BP1R168C,IGF2BP1wt"	"-"	5.684	4.1	5.88	6.125	1.205714286	1.686666667	"ENSG00000085063.17"	"CD59"	"protein_coding"	"CDS"
"chr11"	34086316	34086324	"IGF2BP1R168C"	"+"	2.915	6.203333333	5.21	5.4675	4.573333333	1.3625	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"CDS"
"chr11"	34090258	34090266	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	13.245	9.524	5.134285714	13.37166667	11.495	7.46	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"CDS"
"chr11"	34090554	34090562	"IGF2BP1R168C"	"+"	13	8.31	10.20666667	8.356	6	11.81666667	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"CDS"
"chr11"	34092018	34092026	"IGF2BP1R168C,IGF2BP1wt"	"+"	33.89666667	26.91142857	27.08571429	19.784	19.4275	1.63	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"CDS"
"chr11"	34096554	34096562	"IGF2BP1R168C"	"+"	9.56	18.05142857	20.49428571	12.956	0	7.08	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"CDS"
"chr11"	34099561	34099572	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	11.91333333	15.064	24.37	13.3225	9.86	12.37166667	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"3UTR"
"chr11"	34100310	34100318	"IGF2BP1R168H,IGF2BP1wt"	"+"	8.05	11.905	12.255	10.94666667	10.13	13.78333333	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"3UTR"
"chr11"	34100470	34100478	"IGF2BP1R168C,IGF2BP1wt"	"+"	15.47333333	21.68	17.58	13.53	17.68	8.95	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"3UTR"
"chr11"	34100642	34100650	"IGF2BP1wt"	"+"	15.58	13.49714286	2.92	20.235	0.86	0.1225	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"3UTR"
"chr11"	34100754	34100762	"IGF2BP1wt"	"+"	4.865	4.165	6.78	15.744	11.416	13.32142857	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"3UTR"
"chr11"	34101016	34101024	"IGF2BP1wt"	"+"	4.6	14.94	3.132	2.464	0	0	"ENSG00000135387.21"	"CAPRIN1"	"protein_coding"	"3UTR"
"chr11"	34112132	34112140	"IGF2BP1R168H,IGF2BP1wt"	"+"	10.12333333	10.112	0	9.318571429	7.06	6.925	"ENSG00000135372.9"	"NAT10"	"protein_coding"	"CDS"
"chr11"	34146229	34146238	"IGF2BP1R168C,IGF2BP1R168H"	"+"	0.18	7.976	12.17428571	6.3725	10.10333333	9.98	"ENSG00000135372.9"	"NAT10"	"protein_coding"	"3UTR"
"chr11"	34146696	34146704	"IGF2BP1R168H"	"+"	0.135	0.03	3.87	8.85	4.24	7.8075	"ENSG00000135372.9"	"NAT10"	"protein_coding"	"3UTR"
"chr11"	34335040	34335048	"IGF2BP1wt"	"-"	8.753333333	6.98	1.26	1.54	11.68	3.065	"ENSG00000166016.6"	"ABTB2"	"protein_coding"	"intron"
"chr11"	43798340	43798348	"IGF2BP1R168C"	"+"	3.54	0	16.84	20.37125	0	3.234	"ENSG00000149084.13"	"HSD17B12"	"protein_coding"	"CDS"
"chr11"	43838344	43838352	"IGF2BP1R168H,IGF2BP1wt"	"+"	12.13666667	21.98	16.84333333	8.525	4.202857143	6.496	"ENSG00000149084.13"	"HSD17B12"	"protein_coding"	"CDS"
"chr11"	43855220	43855235	"IGF2BP1R168C,IGF2BP1R168H"	"+"	18.3175	19.58272727	17.982	43.1675	15.22214286	13.681	"ENSG00000149084.13"	"HSD17B12"	"protein_coding"	"CDS"
"chr11"	46383602	46383610	"IGF2BP1R168C"	"+"	0	22.424	5.463333333	12.85	6.52	0.01666666667	"ENSG00000110492.16"	"MDK"	"protein_coding"	"CDS"
"chr11"	46383772	46383781	"IGF2BP1R168C,IGF2BP1wt"	"+"	16.52	14.72	7.54	32.705	2.31	0	"ENSG00000110492.16"	"MDK"	"protein_coding"	"3UTR"
"chr11"	46650210	46650218	"IGF2BP1wt"	"+"	5.135	5.997142857	1.56	0.9633333333	0.344	0	"ENSG00000175224.16"	"ATG13"	"protein_coding"	"CDS"
"chr11"	46656237	46656245	"IGF2BP1R168H"	"+"	1.84	4.785	11.885	1.4925	4.466666667	4.32	"ENSG00000175224.16"	"ATG13"	"protein_coding"	"CDS"
"chr11"	46681322	46681330	"IGF2BP1R168C"	"-"	3.19	8.886666667	7.056	6.515	5.06	6.15	"ENSG00000175220.12"	"ARHGAP1"	"protein_coding"	"CDS"
"chr11"	46723391	46723399	"IGF2BP1wt"	"+"	14.604	16.89666667	1.512	10.35428571	0	7.882	"ENSG00000180210.15"	"F2"	"protein_coding"	"CDS"
"chr11"	46723438	46723446	"IGF2BP1R168C"	"+"	7.22	2.32	8.37	21.90428571	3.04	5.236	"ENSG00000180210.15"	"F2"	"protein_coding"	"CDS"
"chr11"	46728112	46728120	"IGF2BP1R168C"	"+"	0	0	9.068571429	13.13142857	3.633333333	0	"ENSG00000180210.15"	"F2"	"protein_coding"	"CDS"
